name,url,img_url,price
Martin,https://www.glassesshop.com/eyeglasses/sm0795,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Huntsville,https://www.glassesshop.com/eyeglasses/sup1077,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Bristol,https://www.glassesshop.com/eyeglasses/fp2418,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$45.95
FortMyers,https://www.glassesshop.com/eyeglasses/fp2585,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Audrey,https://www.glassesshop.com/eyeglasses/fp2100,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Barret,https://www.glassesshop.com/eyeglasses/fm1565,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Jackson,https://www.glassesshop.com/eyeglasses/fp2247,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Christian,https://www.glassesshop.com/eyeglasses/sup0759,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Conrad,https://www.glassesshop.com/eyeglasses/sm0943,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Geraldine,https://www.glassesshop.com/eyeglasses/sup1252,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Elva,https://www.glassesshop.com/eyeglasses/fp2449,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Westlake,https://www.glassesshop.com/eyeglasses/fz1437,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$44.95
Evansville,https://www.glassesshop.com/eyeglasses/fp1363,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Springfield,https://www.glassesshop.com/eyeglasses/fm1409,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Arlene,https://www.glassesshop.com/eyeglasses/fp1762,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Maltz,https://www.glassesshop.com/eyeglasses/fz1370,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Vanessa,https://www.glassesshop.com/eyeglasses/fp2565,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Bainbridge,https://www.glassesshop.com/eyeglasses/fp2186,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Glenview,https://www.glassesshop.com/eyeglasses/ft0364,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$49.95
Lina,https://www.glassesshop.com/eyeglasses/fz1988,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$14.98
Bellevue,https://www.glassesshop.com/eyeglasses/fz1892,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Brunswick,https://www.glassesshop.com/eyeglasses/fm1017,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Kitchener,https://www.glassesshop.com/eyeglasses/sm0908,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$2.99
Megan,https://www.glassesshop.com/eyeglasses/sup0830,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Debby,https://www.glassesshop.com/eyeglasses/fz1767,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Theresa,https://www.glassesshop.com/eyeglasses/fp2499,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Payne,https://www.glassesshop.com/eyeglasses/fm1297,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
AnnArbor,https://www.glassesshop.com/eyeglasses/rm0322,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$14.98
Horace,https://www.glassesshop.com/eyeglasses/fz0781,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Norfolk,https://www.glassesshop.com/eyeglasses/fm1462,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$34.95
Mobile,https://www.glassesshop.com/eyeglasses/ft0359,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$39.95
Nicole,https://www.glassesshop.com/eyeglasses/fz1084,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Tower,https://www.glassesshop.com/eyeglasses/fp2328,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Zenobia,https://www.glassesshop.com/eyeglasses/sup1228,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.94
Oak,https://www.glassesshop.com/eyeglasses/fp2058,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Osborn,https://www.glassesshop.com/eyeglasses/fz1709,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$34.95
Abina,https://www.glassesshop.com/eyeglasses/fp1938,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Woolf,https://www.glassesshop.com/eyeglasses/fp2493,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Boris,https://www.glassesshop.com/eyeglasses/sup1050,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Celeste,https://www.glassesshop.com/eyeglasses/fm1471,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
John,https://www.glassesshop.com/eyeglasses/fm1669,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Creston,https://www.glassesshop.com/eyeglasses/fz1687,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Buckeye,https://www.glassesshop.com/eyeglasses/fz1093,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Yonkers,https://www.glassesshop.com/eyeglasses/fp1985,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$12.95
Doris,https://www.glassesshop.com/eyeglasses/fp2526,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Michelle,https://www.glassesshop.com/eyeglasses/sup1175,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Stephen,https://www.glassesshop.com/eyeglasses/sm0897,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$12.95
Mignon,https://www.glassesshop.com/eyeglasses/fp2443,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Nodia,https://www.glassesshop.com/eyeglasses/sup0700,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Caroline,https://www.glassesshop.com/eyeglasses/fm1588,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Antony,https://www.glassesshop.com/eyeglasses/fm1503,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Tacoma,https://www.glassesshop.com/eyeglasses/spfm014,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$34.95
Reno,https://www.glassesshop.com/eyeglasses/fp1089,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$44.95
Gadsden,https://www.glassesshop.com/eyeglasses/rm0303,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Rouge,https://www.glassesshop.com/eyeglasses/fm1574,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Monterey,https://www.glassesshop.com/eyeglasses/sup1183,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Annabelle,https://www.glassesshop.com/eyeglasses/fp2084,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Haggai,https://www.glassesshop.com/eyeglasses/fp1775,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Angel,https://www.glassesshop.com/eyeglasses/fp1648,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Ames,https://www.glassesshop.com/eyeglasses/fz1916,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Edgar,https://www.glassesshop.com/eyeglasses/fm1608,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$35.95
Robben,https://www.glassesshop.com/eyeglasses/ft0242,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$39.95
Nina,https://www.glassesshop.com/eyeglasses/fz1792,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Clara,https://www.glassesshop.com/eyeglasses/fp2463,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Hawthorn,https://www.glassesshop.com/eyeglasses/fm1350,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Scranton,https://www.glassesshop.com/eyeglasses/ft0416,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$34.95
Lindsay,https://www.glassesshop.com/eyeglasses/fz1382,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Bobosa,https://www.glassesshop.com/eyeglasses/fz1375,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
TerreHaute,https://www.glassesshop.com/eyeglasses/sup1204,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Owensboro,https://www.glassesshop.com/eyeglasses/fp2195,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$12.95
Louise,https://www.glassesshop.com/eyeglasses/fz1735,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Roanoke,https://www.glassesshop.com/eyeglasses/sup1005,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Sid,https://www.glassesshop.com/eyeglasses/sup0509,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$34.95
Wilcox,https://www.glassesshop.com/eyeglasses/fp2496,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Salisbury,https://www.glassesshop.com/eyeglasses/fp2104,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Zora,https://www.glassesshop.com/eyeglasses/sup1235,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Goodland,https://www.glassesshop.com/eyeglasses/fp2155,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Barlow,https://www.glassesshop.com/eyeglasses/sm0932,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Barstow,https://www.glassesshop.com/eyeglasses/sup1089,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Lopez,https://www.glassesshop.com/eyeglasses/fm1192,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$12.95
Miranda,https://www.glassesshop.com/eyeglasses/fp2323,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Pangnirtung,https://www.glassesshop.com/eyeglasses/sup1232,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$34.95
Road,https://www.glassesshop.com/eyeglasses/spfm021,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Richmond,https://www.glassesshop.com/eyeglasses/sup1081,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Joyce,https://www.glassesshop.com/eyeglasses/fp1504,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Newark,https://www.glassesshop.com/eyeglasses/fm1372,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Altoona,https://www.glassesshop.com/eyeglasses/fz1913,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Yvette,https://www.glassesshop.com/eyeglasses/fp2561,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Coolidge,https://www.glassesshop.com/eyeglasses/fp1168,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$5.95
Bowen,https://www.glassesshop.com/eyeglasses/sm0902,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Alvin,https://www.glassesshop.com/eyeglasses/ft0558,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$54.95
Benjamin,https://www.glassesshop.com/eyeglasses/fm1466,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Hopkinsville,https://www.glassesshop.com/eyeglasses/ft0465,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$44.95
Waukegan,https://www.glassesshop.com/eyeglasses/fz1898,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Tiffen,https://www.glassesshop.com/eyeglasses/fp1443,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Wilsen,https://www.glassesshop.com/eyeglasses/fz1316,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$4.99
Lagrange,https://www.glassesshop.com/eyeglasses/fz1858,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Owen,https://www.glassesshop.com/eyeglasses/fp1651,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Cedric,https://www.glassesshop.com/eyeglasses/fm1715,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Charlotte,https://www.glassesshop.com/eyeglasses/sup1216,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Bensenville,https://www.glassesshop.com/eyeglasses/fp2070,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Teresa,https://www.glassesshop.com/eyeglasses/sup1006,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Manhattan,https://www.glassesshop.com/eyeglasses/ft0425,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$44.95
Marcia,https://www.glassesshop.com/eyeglasses/fp2560,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$12.95
Cloud,https://www.glassesshop.com/eyeglasses/sup1239,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$45.95
Mandel,https://www.glassesshop.com/eyeglasses/st0258,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$49.95
Terre,https://www.glassesshop.com/eyeglasses/rm0247,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$32.95
